Country Name,Country Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Puerto Rico,PRI,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,55710564716,56263691239,57704360065,59851252933,64938747008,66705210178,67385471138,68294835129,67497662694,65561014346,66509936761,67521650324,69151398114,70319031271,68126985217,66342023352,64458288893,63930561038,64913348341,69419495153,62940718549,75044594344,81410487984
Qatar,QAT,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49791324521,51676654015,55036618550,54260792104,48587665751,..,..
Romania,ROU,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.10E+11,1.19E+11,1.28E+11,1.38E+11,1.60E+11,1.78E+11,1.96E+11,2.23E+11,2.43E+11,2.27E+11,2.16E+11,2.26E+11,2.30E+11,2.19E+11,2.28E+11,2.41E+11,2.56E+11,2.85E+11,3.12E+11,3.23E+11,3.10E+11,3.32E+11,3.56E+11
Russian Federation,RUS,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,7.43E+11,8.12E+11,8.79E+11,9.45E+11,1.06E+12,1.18E+12,1.32E+12,1.51E+12,1.67E+12,1.58E+12,1.67E+12,1.78E+12,1.91E+12,2.01E+12,2.05E+12,1.86E+12,1.81E+12,1.88E+12,1.96E+12,2.03E+12,1.91E+12,2.10E+12,2.07E+12
Rwanda,RWA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,6970001554,7278522054,8268815183,7902559872,8435305394,9170121050,10106353123,10369419845,11187260999,12290664238,12975382000,14140455973,15072707861,15702768731,16708526359,18714001540,19503021253,19327212166,21206540345,21644871389,21943255867,23350579752,26246805990
Samoa,WSM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,760390715,770215303.3,745792239.5,780716062.8,765971132,762871526.6,807733856.2,840016368.4,819817418.4,831331046.1,863671815.7,945511325.6,913120795.9
San Marino,SMR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,2.20E+11,2.23E+11,2.28E+11,2.38E+11,2.54E+11,2.80E+11,3.11E+11,3.51E+11,3.94E+11,4.29E+11,4.46E+11,4.54E+11,5.08E+11,5.28E+11,5.67E+11,6.14E+11,6.30E+11,6.59E+11,6.76E+11,7.19E+11,6.61E+11,7.24E+11,7.59E+11
Senegal,SEN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,19514517159,20668207358,20920180031,22002995525,22529337880,23301507226,24441124578,25321257248,26292106489,27148105638,27744589768,27946564572,28745248134,29634298357,31191180280,32576155464,34299462090,35973538519,37681911450,39123757896,40029062350,41258222466,42454710918
Serbia,SRB,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,43355742359,44031473166,48077638257,49373029821,55639733440,56954574898,62955381726,67790285475,70836192260,68466307135,68048624211,69009271837,67835310843,66689710405,66623771704,66199702664,67451388789,68941293306,71088578581,73696693511,72317864824,77973306983,81057730066
Seychelles,SYC,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,275169294.4,316633166.8,256321861.5,290246931.7,315991531.2,381530610.7,457987489.2,380886308.2,603801688.6,558807574.7,564280494.4,645516331.2,660389708.3,514058066.2,667982123.9,672974539.9,688378711.1,767008502.1,794610217.2,850998677.5,807778404.8,841748759.6,897381366.4
Sierra Leone,SLE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,3410743021,4391348699,5407448615,5770594582,6000625402,6091850918,6152380329,6754756926,7359500823,7843515007,6869482619,8823050762,9860359797,12922047554,10967451421,10946647653,12111550677,12075962408,11257281005,11223705511,11833482619,17653723135,18965077218
Singapore,SGP,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,79865540024,86307878010,89284342328,90430015598,95182236612,99080825948,1.03E+11,1.11E+11,1.15E+11,1.15E+11,1.20E+11,1.25E+11,1.29E+11,1.33E+11,1.38E+11,1.45E+11,1.50E+11,1.54E+11,1.61E+11,1.65E+11,1.44E+11,1.53E+11,1.68E+11
Sint Maarten (Dutch part),SXM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,44518926705,46878274990,49531444640,49973607691,53606293651,56026013836,59565251322,64251682491,68759897574,68640599492,69211376034,67883918707,68153857888,67349363670,68615744226,70513740958,73265415833,76651259790,79777209378,81932156706,81014052432,83124311633,87699312774
Slovenia,SVN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,25523363044,26252280339,26880177541,27822081011,28527678663,29117103597,29492836315,31415338401,32316757462,32986809882,33308150881,33572380420,32837099396,31544494185,32056712741,32706981962,34161873932,34812038727,36038048451,38006281163,35541531143,39191024065,40605936611
Solomon Islands,SLB,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,522933751.1,552995371.9,602513828.2,627111038.7,675289167.9,702949983.2,693376218.6,751835098.1,782515331.4,806272996.5,830060119.3,856586811.6,877325058.6,907298306.3,908093665.2,975478239.1,997365337.8,857175966.4,..,..
Somalia,SOM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30388974143,..,..,..,..,..
South Africa,ZAF,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,2.84E+11,2.94E+11,3.04E+11,3.12E+11,3.32E+11,3.52E+11,3.83E+11,4.08E+11,4.13E+11,4.02E+11,4.25E+11,4.42E+11,4.57E+11,4.64E+11,4.67E+11,4.77E+11,4.80E+11,4.89E+11,5.04E+11,5.10E+11,4.79E+11,5.07E+11,5.20E+11
South Sudan,SSD,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,7.67E+11,7.97E+11,8.21E+11,8.40E+11,8.75E+11,9.11E+11,9.47E+11,9.79E+11,9.72E+11,9.37E+11,9.41E+11,9.18E+11,8.87E+11,8.62E+11,8.76E+11,9.02E+11,9.26E+11,9.54E+11,9.70E+11,9.81E+11,8.61E+11,9.21E+11,9.65E+11
Sri Lanka,LKA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,68282692829,68859378987,74441672912,80621018644,83245697193,84620154883,90162675147,93713511796,1.01E+11,1.02E+11,..,..,..,..,..,1.50E+11,1.54E+11,1.53E+11,1.60E+11,1.67E+11,1.57E+11,1.61E+11,1.47E+11
St. Kitts and Nevis,KNA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,74960096851,82416409928,84052978587,87845773973,99762332928,1.06E+11,1.14E+11,1.17E+11,1.19E+11,1.22E+11,1.32E+11,1.08E+11,1.03E+11,1.09E+11,1.19E+11,1.24E+11,1.31E+11,1.33E+11,1.30E+11,1.29E+11,1.25E+11,1.24E+11,1.24E+11
Suriname,SUR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.51E+11,1.52E+11,1.56E+11,1.58E+11,1.63E+11,1.68E+11,1.73E+11,1.80E+11,1.80E+11,1.82E+11,1.90E+11,1.94E+11,1.95E+11,1.99E+11,2.04E+11,2.12E+11,2.17E+11,2.23E+11,2.27E+11,2.29E+11,2.21E+11,2.35E+11,2.40E+11
Switzerland,CHE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,2.03E+11,2.08E+11,2.09E+11,2.10E+11,2.14E+11,2.17E+11,2.20E+11,2.25E+11,2.28E+11,2.32E+11,2.36E+11,2.39E+11,2.44E+11,2.50E+11,2.52E+11,2.59E+11,2.63E+11,2.66E+11,2.68E+11,2.71E+11,2.62E+11,2.67E+11,2.78E+11
Syrian Arab Republic,SYR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,9695363021,10151057347,11061440392,11824122085,12586803777,13349485469,14112167162,14874848854,15637530546,16400212239,17162893931,17925574902,18688256594,19450938287,19804514275,16864855906,19090774459,19974577376,20774836857,21806670945,22525650820,23562076659,..
Tanzania,TZA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,42027147050,43255351240,45766939913,46654509802,49471887842,53702050978,58747841761,61976887266,61995395129,62438276044,70860315827,78770833779,76506359083,79899912004,84174039950,89445560711,90446546001,94232613045,1.00E+11,1.03E+11,1.04E+11,1.07E+11,1.12E+11
Thailand,THA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,3.13E+11,3.31E+11,3.52E+11,3.78E+11,4.06E+11,4.23E+11,4.34E+11,4.40E+11,4.52E+11,4.48E+11,4.72E+11,4.81E+11,5.16E+11,5.21E+11,5.24E+11,5.38E+11,5.53E+11,5.70E+11,5.96E+11,6.20E+11,6.15E+11,6.19E+11,6.58E+11
Timor-Leste,TLS,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1794168035,2033103109,1999770666,1863975531,1903356996,1873970764,1653667599,1750572571,1651809840,1868525041,1939379754,1963277186,1994898328,2130904773,2250063601,2222261598,2322427160,2391240326,2431292096,2522692954,2489297572,2421971475,2761196074
Togo,TGO,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,6464870815,6491985947,6786333989,7158938714,7048337700,6752358149,7057548060,7525623987,7800663961,8337009485,8593745886,9128410775,9374656938,9758761990,10226672215,10761225234,11149096872,11549471366,12094347521,12690391833,12848824406,14115106223,14300952748
Tonga,TON,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,460562530.2,482652757.2,492173853.4,527858560.1,563405542.1,567022566.6,572556065.5,581975618.9,560486478.5,630506656.6,..
Trinidad and Tobago,TTO,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,35715244238,39577625455,40963961243,42846383235,45065019189,47233683827,49341474577,52055297607,54555179461,56506456411,78493341340,81744404219,85341514448,87901967807,91505018763,94433797199,97184353824,98878946215,99161130750,1.01E+11,99342322925,1.02E+11,1.04E+11
Turkiye,TUR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,5.07E+11,4.73E+11,4.92E+11,5.32E+11,5.83E+11,6.19E+11,6.42E+11,6.76E+11,6.78E+11,6.53E+11,7.24E+11,8.12E+11,8.38E+11,9.01E+11,9.29E+11,9.78E+11,1.02E+12,1.08E+12,1.08E+12,1.10E+12,1.13E+12,1.31E+12,1.56E+12
Turkmenistan,TKM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,25047284879,25620875515,27747321014,28747648853,29452148644,31065077650,34903622777,38190687928,38623499098,45862426515,47715804656,50566197403,54628281840,54694450889,56068329982,62199116347,63026165888,63001102281,68743418780,73472997073,74995556854,79465620004,82829592262
Ukraine,UKR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.16E+11,1.26E+11,1.35E+11,1.49E+11,1.67E+11,1.99E+11,2.30E+11,2.69E+11,3.01E+11,2.54E+11,2.72E+11,3.14E+11,3.40E+11,3.62E+11,3.17E+11,2.55E+11,2.61E+11,2.86E+11,3.12E+11,3.46E+11,3.52E+11,3.76E+11,2.78E+11
United Arab Emirates,ARE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,1.89E+11,2.00E+11,2.04E+11,2.28E+11,2.34E+11,2.69E+11,3.02E+11,3.38E+11,2.44E+11,1.77E+11,1.97E+11,1.75E+11,1.84E+11,2.07E+11,1.68E+11,1.70E+11,1.86E+11,1.98E+11,2.17E+11,1.90E+11,..,..
United Kingdom,GBR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.24E+12,1.28E+12,1.31E+12,1.35E+12,1.39E+12,1.43E+12,1.44E+12,1.49E+12,1.48E+12,1.43E+12,1.47E+12,1.46E+12,1.49E+12,1.52E+12,1.57E+12,1.61E+12,1.67E+12,1.70E+12,1.73E+12,1.75E+12,1.52E+12,1.63E+12,1.71E+12
United States,USA,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,9.13E+12,9.35E+12,9.59E+12,9.89E+12,1.03E+13,1.06E+13,1.09E+13,1.12E+13,1.12E+13,1.11E+13,1.13E+13,1.15E+13,1.16E+13,1.18E+13,1.22E+13,1.26E+13,1.29E+13,1.32E+13,1.36E+13,1.39E+13,1.35E+13,1.47E+13,1.50E+13
Uruguay,URY,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,72012107315,81599356895,89862737145,97702403594,1.06E+11,1.19E+11,1.29E+11,1.34E+11,1.44E+11,1.52E+11,1.52E+11,1.70E+11,1.89E+11
Vanuatu,VUT,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,332251099.6,340308287.7,347993790,356890268.5,367345429.3,372057445.5,384538893.1,395689465.9,406468352.9,419153628.2,431862883.2,446466536.6,466609506.8,469403145,510192659.6,500696688,517314638.4,519784550.2,..,..,..
"Venezuela, RB",VEN,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,1.56E+11,1.63E+11,1.75E+11,1.89E+11,2.02E+11,2.17E+11,2.33E+11,2.56E+11,2.76E+11,2.82E+11,3.05E+11,3.21E+11,3.37E+11,3.54E+11,3.77E+11,4.10E+11,4.36E+11,4.68E+11,5.00E+11,5.35E+11,5.37E+11,5.47E+11,5.90E+11
Virgin Islands (U.S.),VIR,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,12306883045,11712673476,10645956518,12237314729,13514468885,15126769863,14304345387,15380354791,15296525620,16290029685,16800822399,20204457149,22155954416,21778909996,22141659773,22923966611,25190131674,24914077979,25192173766,26225100972,22799770295,24518469087,29533661122
"Yemen, Rep.",YEM,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27390279203,..,..,..,..,..
Zimbabwe,ZWE,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,..,..,..,..,..,..,..,..,..,20459731921,21855499009,22367925189,27656749734,27323676642,26625620533,31706029083,28376542818,28772719827,29521819765,27795953378,27169202039,27576385518,28916181430
